sentence,word,POS
לב ים הוא אזור הנמצא באמצע הים,ל,PROPN
לב ים הוא אזור הנמצא באמצע הים,ב,ADP
לב ים הוא אזור הנמצא באמצע הים,ה_,DET
לב ים הוא אזור הנמצא באמצע הים,טים,NOUN
לב ים הוא אזור הנמצא באמצע הים,הוא,AUX
לב ים הוא אזור הנמצא באמצע הים,אזור,NOUN
לב ים הוא אזור הנמצא באמצע הים,ה,DET
לב ים הוא אזור הנמצא באמצע הים,נמצא,VERB
לב ים הוא אזור הנמצא באמצע הים,אמצע,NOUN
לב ים הוא אזור הנמצא באמצע הים,ים,NOUN
אם מישהו הוא ערום (מלשון עורמה) הוא מנצל באופן פיקחי (חכם) את תמימותם של אחרים,אם,SCONJ
אם מישהו הוא ערום (מלשון עורמה) הוא מנצל באופן פיקחי (חכם) את תמימותם של אחרים,מישהו,NOUN
אם מישהו הוא ערום (מלשון עורמה) הוא מנצל באופן פיקחי (חכם) את תמימותם של אחרים,הוא,PRON
אם מישהו הוא ערום (מלשון עורמה) הוא מנצל באופן פיקחי (חכם) את תמימותם של אחרים,ערום,ADJ
אם מישהו הוא ערום (מלשון עורמה) הוא מנצל באופן פיקחי (חכם) את תמימותם של אחרים,(,PUNCT
אם מישהו הוא ערום (מלשון עורמה) הוא מנצל באופן פיקחי (חכם) את תמימותם של אחרים,מ,ADP
אם מישהו הוא ערום (מלשון עורמה) הוא מנצל באופן פיקחי (חכם) את תמימותם של אחרים,לשון,NOUN
אם מישהו הוא ערום (מלשון עורמה) הוא מנצל באופן פיקחי (חכם) את תמימותם של אחרים,עורמה,NOUN
אם מישהו הוא ערום (מלשון עורמה) הוא מנצל באופן פיקחי (חכם) את תמימותם של אחרים,),PUNCT
אם מישהו הוא ערום (מלשון עורמה) הוא מנצל באופן פיקחי (חכם) את תמימותם של אחרים,מנצל,VERB
אם מישהו הוא ערום (מלשון עורמה) הוא מנצל באופן פיקחי (חכם) את תמימותם של אחרים,ב,ADP
אם מישהו הוא ערום (מלשון עורמה) הוא מנצל באופן פיקחי (חכם) את תמימותם של אחרים,אופן,NOUN
אם מישהו הוא ערום (מלשון עורמה) הוא מנצל באופן פיקחי (חכם) את תמימותם של אחרים,פיקחי,ADJ
אם מישהו הוא ערום (מלשון עורמה) הוא מנצל באופן פיקחי (חכם) את תמימותם של אחרים,חכם,ADJ
אם מישהו הוא ערום (מלשון עורמה) הוא מנצל באופן פיקחי (חכם) את תמימותם של אחרים,את,ADP
אם מישהו הוא ערום (מלשון עורמה) הוא מנצל באופן פיקחי (חכם) את תמימותם של אחרים,תמימות_,NOUN
אם מישהו הוא ערום (מלשון עורמה) הוא מנצל באופן פיקחי (חכם) את תמימותם של אחרים,_של_,ADP
אם מישהו הוא ערום (מלשון עורמה) הוא מנצל באופן פיקחי (חכם) את תמימותם של אחרים,_הם,PRON
אם מישהו הוא ערום (מלשון עורמה) הוא מנצל באופן פיקחי (חכם) את תמימותם של אחרים,של,ADP
אם מישהו הוא ערום (מלשון עורמה) הוא מנצל באופן פיקחי (חכם) את תמימותם של אחרים,אחרים,ADJ
אכזר הוא אדם לא רחום,אכזר,NOUN
אכזר הוא אדם לא רחום,_אתה,PRON
אכזר הוא אדם לא רחום,הוא,AUX
אכזר הוא אדם לא רחום,אדם,NOUN
אכזר הוא אדם לא רחום,ל,ADP
אכזר הוא אדם לא רחום,אטרחום,NOUN
אם מישהו הוא חטטן הוא סקרן בתחומים הנוגעים לאחרים,אם,SCONJ
אם מישהו הוא חטטן הוא סקרן בתחומים הנוגעים לאחרים,מישהו,NOUN
אם מישהו הוא חטטן הוא סקרן בתחומים הנוגעים לאחרים,הוא,PRON
אם מישהו הוא חטטן הוא סקרן בתחומים הנוגעים לאחרים,חטטן,VERB
אם מישהו הוא חטטן הוא סקרן בתחומים הנוגעים לאחרים,סקרן,VERB
אם מישהו הוא חטטן הוא סקרן בתחומים הנוגעים לאחרים,ב,ADP
אם מישהו הוא חטטן הוא סקרן בתחומים הנוגעים לאחרים,תחומים,NOUN
אם מישהו הוא חטטן הוא סקרן בתחומים הנוגעים לאחרים,ה,SCONJ
אם מישהו הוא חטטן הוא סקרן בתחומים הנוגעים לאחרים,נוגעים,VERB
אם מישהו הוא חטטן הוא סקרן בתחומים הנוגעים לאחרים,ל,ADP
אם מישהו הוא חטטן הוא סקרן בתחומים הנוגעים לאחרים,אחרים,ADJ
אם משהו נעשה באופן איטי ייתכן שהוא נעשה באופן יסודי,אם,SCONJ
אם משהו נעשה באופן איטי ייתכן שהוא נעשה באופן יסודי,משהו,NOUN
אם משהו נעשה באופן איטי ייתכן שהוא נעשה באופן יסודי,נעשה,VERB
אם משהו נעשה באופן איטי ייתכן שהוא נעשה באופן יסודי,ב,ADP
אם משהו נעשה באופן איטי ייתכן שהוא נעשה באופן יסודי,אופן,NOUN
אם משהו נעשה באופן איטי ייתכן שהוא נעשה באופן יסודי,איטי,ADJ
אם משהו נעשה באופן איטי ייתכן שהוא נעשה באופן יסודי,ייתכן,AUX
אם משהו נעשה באופן איטי ייתכן שהוא נעשה באופן יסודי,ש,SCONJ
אם משהו נעשה באופן איטי ייתכן שהוא נעשה באופן יסודי,הוא,PRON
אם משהו נעשה באופן איטי ייתכן שהוא נעשה באופן יסודי,יסודי,ADJ
יהיר ושחצן הן מילים בעלות משמעות דומה: מתרברב בעצמו,יהיר,PROPN
יהיר ושחצן הן מילים בעלות משמעות דומה: מתרברב בעצמו,ו,CCONJ
יהיר ושחצן הן מילים בעלות משמעות דומה: מתרברב בעצמו,שחץ_,NOUN
יהיר ושחצן הן מילים בעלות משמעות דומה: מתרברב בעצמו,_של_,ADP
יהיר ושחצן הן מילים בעלות משמעות דומה: מתרברב בעצמו,_הן,PRON
יהיר ושחצן הן מילים בעלות משמעות דומה: מתרברב בעצמו,הן,AUX
יהיר ושחצן הן מילים בעלות משמעות דומה: מתרברב בעצמו,מילים,NOUN
יהיר ושחצן הן מילים בעלות משמעות דומה: מתרברב בעצמו,בעלות,NOUN
יהיר ושחצן הן מילים בעלות משמעות דומה: מתרברב בעצמו,משמעות,NOUN
יהיר ושחצן הן מילים בעלות משמעות דומה: מתרברב בעצמו,דומה,ADJ
יהיר ושחצן הן מילים בעלות משמעות דומה: מתרברב בעצמו,:,PUNCT
יהיר ושחצן הן מילים בעלות משמעות דומה: מתרברב בעצמו,מתרברב,VERB
יהיר ושחצן הן מילים בעלות משמעות דומה: מתרברב בעצמו,ב,ADP
יהיר ושחצן הן מילים בעלות משמעות דומה: מתרברב בעצמו,עצמו,PRON
מאפה הוא מאכל שמישהו אפה,מ,ADP
מאפה הוא מאכל שמישהו אפה,אפה,VERB
מאפה הוא מאכל שמישהו אפה,הוא,PRON
מאפה הוא מאכל שמישהו אפה,אכל,VERB
מאפה הוא מאכל שמישהו אפה,ש,SCONJ
מאפה הוא מאכל שמישהו אפה,מישהו,NOUN
תבשיל הוא מאכל שמישהו בישל,תבשיל,VERB
תבשיל הוא מאכל שמישהו בישל,הוא,PRON
תבשיל הוא מאכל שמישהו בישל,מ,ADP
תבשיל הוא מאכל שמישהו בישל,אכל,NOUN
תבשיל הוא מאכל שמישהו בישל,ש,SCONJ
תבשיל הוא מאכל שמישהו בישל,מישהו,NOUN
תבשיל הוא מאכל שמישהו בישל,בישל,VERB
קציצה היא מאכל שבסיסו דברים שמישהו קצץ,קציצה,NOUN
קציצה היא מאכל שבסיסו דברים שמישהו קצץ,היא,AUX
קציצה היא מאכל שבסיסו דברים שמישהו קצץ,מ,ADP
קציצה היא מאכל שבסיסו דברים שמישהו קצץ,אכל,NOUN
קציצה היא מאכל שבסיסו דברים שמישהו קצץ,ש,SCONJ
קציצה היא מאכל שבסיסו דברים שמישהו קצץ,ב,ADP
קציצה היא מאכל שבסיסו דברים שמישהו קצץ,סיס_,NOUN
קציצה היא מאכל שבסיסו דברים שמישהו קצץ,_של_,ADP
קציצה היא מאכל שבסיסו דברים שמישהו קצץ,_הוא,PRON
קציצה היא מאכל שבסיסו דברים שמישהו קצץ,דברים,NOUN
קציצה היא מאכל שבסיסו דברים שמישהו קצץ,מישהו,NOUN
קציצה היא מאכל שבסיסו דברים שמישהו קצץ,קצץ,VERB
ממרח הוא מאכל שמישהו מרח על מאכל אחר,מ,ADP
ממרח הוא מאכל שמישהו מרח על מאכל אחר,מרח,VERB
ממרח הוא מאכל שמישהו מרח על מאכל אחר,הוא,PRON
ממרח הוא מאכל שמישהו מרח על מאכל אחר,מאכל,NOUN
ממרח הוא מאכל שמישהו מרח על מאכל אחר,ש,SCONJ
ממרח הוא מאכל שמישהו מרח על מאכל אחר,מישהו,NOUN
ממרח הוא מאכל שמישהו מרח על מאכל אחר,על,ADP
ממרח הוא מאכל שמישהו מרח על מאכל אחר,אחר,ADJ
משקה הוא נוזל שמישהו השקה בו אדם אחר,משקה,NOUN
משקה הוא נוזל שמישהו השקה בו אדם אחר,הוא,AUX
משקה הוא נוזל שמישהו השקה בו אדם אחר,נוזל,NOUN
משקה הוא נוזל שמישהו השקה בו אדם אחר,ש,SCONJ
משקה הוא נוזל שמישהו השקה בו אדם אחר,מישהו,NOUN
משקה הוא נוזל שמישהו השקה בו אדם אחר,השקה,VERB
משקה הוא נוזל שמישהו השקה בו אדם אחר,ב_,ADP
משקה הוא נוזל שמישהו השקה בו אדם אחר,_הוא,PRON
משקה הוא נוזל שמישהו השקה בו אדם אחר,אדם,NOUN
משקה הוא נוזל שמישהו השקה בו אדם אחר,אחר,ADJ
ענן גשם הוא אמצעי טבעי וממטרה היא אמצעי מלאכותי להשגת מטרה זהה,ענן,NOUN
ענן גשם הוא אמצעי טבעי וממטרה היא אמצעי מלאכותי להשגת מטרה זהה,גשם,NOUN
ענן גשם הוא אמצעי טבעי וממטרה היא אמצעי מלאכותי להשגת מטרה זהה,הוא,AUX
ענן גשם הוא אמצעי טבעי וממטרה היא אמצעי מלאכותי להשגת מטרה זהה,אמצעי,NOUN
ענן גשם הוא אמצעי טבעי וממטרה היא אמצעי מלאכותי להשגת מטרה זהה,טבעי,ADJ
ענן גשם הוא אמצעי טבעי וממטרה היא אמצעי מלאכותי להשגת מטרה זהה,ו,CCONJ
ענן גשם הוא אמצעי טבעי וממטרה היא אמצעי מלאכותי להשגת מטרה זהה,ממטרה,NOUN
ענן גשם הוא אמצעי טבעי וממטרה היא אמצעי מלאכותי להשגת מטרה זהה,היא,AUX
ענן גשם הוא אמצעי טבעי וממטרה היא אמצעי מלאכותי להשגת מטרה זהה,מלאכותי,ADJ
ענן גשם הוא אמצעי טבעי וממטרה היא אמצעי מלאכותי להשגת מטרה זהה,ל,ADP
ענן גשם הוא אמצעי טבעי וממטרה היא אמצעי מלאכותי להשגת מטרה זהה,השגת,NOUN
ענן גשם הוא אמצעי טבעי וממטרה היא אמצעי מלאכותי להשגת מטרה זהה,מטרה,NOUN
ענן גשם הוא אמצעי טבעי וממטרה היא אמצעי מלאכותי להשגת מטרה זהה,זהה,ADJ
שיער הוא אמצעי טבעי ופאה הוא אמצעי מלאכותי להשגת מטרה זהה,שיער,NOUN
שיער הוא אמצעי טבעי ופאה הוא אמצעי מלאכותי להשגת מטרה זהה,הוא,AUX
שיער הוא אמצעי טבעי ופאה הוא אמצעי מלאכותי להשגת מטרה זהה,אמצעי,NOUN
שיער הוא אמצעי טבעי ופאה הוא אמצעי מלאכותי להשגת מטרה זהה,טבעי,ADJ
שיער הוא אמצעי טבעי ופאה הוא אמצעי מלאכותי להשגת מטרה זהה,ו,CCONJ
שיער הוא אמצעי טבעי ופאה הוא אמצעי מלאכותי להשגת מטרה זהה,פאה,NOUN
שיער הוא אמצעי טבעי ופאה הוא אמצעי מלאכותי להשגת מטרה זהה,מלאכותי,ADJ
שיער הוא אמצעי טבעי ופאה הוא אמצעי מלאכותי להשגת מטרה זהה,ל,ADP
שיער הוא אמצעי טבעי ופאה הוא אמצעי מלאכותי להשגת מטרה זהה,השגת,NOUN
שיער הוא אמצעי טבעי ופאה הוא אמצעי מלאכותי להשגת מטרה זהה,מטרה,NOUN
שיער הוא אמצעי טבעי ופאה הוא אמצעי מלאכותי להשגת מטרה זהה,זהה,ADJ
באמצעות אוזן ניתן להקשיב למה שמשמיע הרמקול,באמצעות,ADP
באמצעות אוזן ניתן להקשיב למה שמשמיע הרמקול,אוזן,NOUN
באמצעות אוזן ניתן להקשיב למה שמשמיע הרמקול,_הן,PRON
באמצעות אוזן ניתן להקשיב למה שמשמיע הרמקול,ניתן,AUX
באמצעות אוזן ניתן להקשיב למה שמשמיע הרמקול,להקשיב,VERB
באמצעות אוזן ניתן להקשיב למה שמשמיע הרמקול,ל,ADP
באמצעות אוזן ניתן להקשיב למה שמשמיע הרמקול,מה,ADV
באמצעות אוזן ניתן להקשיב למה שמשמיע הרמקול,ש,SCONJ
באמצעות אוזן ניתן להקשיב למה שמשמיע הרמקול,משמיע,VERB
באמצעות אוזן ניתן להקשיב למה שמשמיע הרמקול,ה,DET
באמצעות אוזן ניתן להקשיב למה שמשמיע הרמקול,רמקול,NOUN
ניתן לכסות כף יד באמצעות כפפה,ניתן,AUX
ניתן לכסות כף יד באמצעות כפפה,לכסות,VERB
ניתן לכסות כף יד באמצעות כפפה,כף,NOUN
ניתן לכסות כף יד באמצעות כפפה,יד,NOUN
ניתן לכסות כף יד באמצעות כפפה,באמצעות,ADP
ניתן לכסות כף יד באמצעות כפפה,כפפה,NOUN
באמצעות רגל ניתן ללחוץ על הדוושה,באמצעות,ADP
באמצעות רגל ניתן ללחוץ על הדוושה,רגל,NOUN
באמצעות רגל ניתן ללחוץ על הדוושה,ניתן,AUX
באמצעות רגל ניתן ללחוץ על הדוושה,ללחוץ,VERB
באמצעות רגל ניתן ללחוץ על הדוושה,על,ADP
באמצעות רגל ניתן ללחוץ על הדוושה,ה,DET
באמצעות רגל ניתן ללחוץ על הדוושה,דוושה,VERB
אמין הוא מי שניתן לסמוך עליו,אמין,ADJ
אמין הוא מי שניתן לסמוך עליו,הוא,AUX
אמין הוא מי שניתן לסמוך עליו,מי,ADV
אמין הוא מי שניתן לסמוך עליו,ש,SCONJ
אמין הוא מי שניתן לסמוך עליו,ניתן,AUX
אמין הוא מי שניתן לסמוך עליו,לסמוך,VERB
אמין הוא מי שניתן לסמוך עליו,על_,ADP
אמין הוא מי שניתן לסמוך עליו,_הוא,PRON
חריג הוא מי שטרם התחיל להיטמע במקום מסוים,חריג,ADJ
חריג הוא מי שטרם התחיל להיטמע במקום מסוים,הוא,AUX
חריג הוא מי שטרם התחיל להיטמע במקום מסוים,מי,ADV
חריג הוא מי שטרם התחיל להיטמע במקום מסוים,ש,SCONJ
חריג הוא מי שטרם התחיל להיטמע במקום מסוים,טרם,ADV
חריג הוא מי שטרם התחיל להיטמע במקום מסוים,התחיל,VERB
חריג הוא מי שטרם התחיל להיטמע במקום מסוים,להיטמע,VERB
חריג הוא מי שטרם התחיל להיטמע במקום מסוים,ב,ADP
חריג הוא מי שטרם התחיל להיטמע במקום מסוים,ה_,DET
חריג הוא מי שטרם התחיל להיטמע במקום מסוים,מקום,NOUN
חריג הוא מי שטרם התחיל להיטמע במקום מסוים,מסוים,ADJ
בריא הוא אדם שעבר תהליך של להחלים ממחלה ממנה סבל (או שהיה בריא עוד לפני כן),בריא,ADJ
בריא הוא אדם שעבר תהליך של להחלים ממחלה ממנה סבל (או שהיה בריא עוד לפני כן),הוא,AUX
בריא הוא אדם שעבר תהליך של להחלים ממחלה ממנה סבל (או שהיה בריא עוד לפני כן),אדם,NOUN
בריא הוא אדם שעבר תהליך של להחלים ממחלה ממנה סבל (או שהיה בריא עוד לפני כן),ש,SCONJ
בריא הוא אדם שעבר תהליך של להחלים ממחלה ממנה סבל (או שהיה בריא עוד לפני כן),עבר,VERB
בריא הוא אדם שעבר תהליך של להחלים ממחלה ממנה סבל (או שהיה בריא עוד לפני כן),תהליך,NOUN
בריא הוא אדם שעבר תהליך של להחלים ממחלה ממנה סבל (או שהיה בריא עוד לפני כן),של,ADP
בריא הוא אדם שעבר תהליך של להחלים ממחלה ממנה סבל (או שהיה בריא עוד לפני כן),להחלים,VERB
בריא הוא אדם שעבר תהליך של להחלים ממחלה ממנה סבל (או שהיה בריא עוד לפני כן),מ,ADP
בריא הוא אדם שעבר תהליך של להחלים ממחלה ממנה סבל (או שהיה בריא עוד לפני כן),מחלה,NOUN
בריא הוא אדם שעבר תהליך של להחלים ממחלה ממנה סבל (או שהיה בריא עוד לפני כן),מן_,ADP
בריא הוא אדם שעבר תהליך של להחלים ממחלה ממנה סבל (או שהיה בריא עוד לפני כן),_היא,PRON
בריא הוא אדם שעבר תהליך של להחלים ממחלה ממנה סבל (או שהיה בריא עוד לפני כן),סבל,VERB
בריא הוא אדם שעבר תהליך של להחלים ממחלה ממנה סבל (או שהיה בריא עוד לפני כן),(,PUNCT
בריא הוא אדם שעבר תהליך של להחלים ממחלה ממנה סבל (או שהיה בריא עוד לפני כן),או,CCONJ
בריא הוא אדם שעבר תהליך של להחלים ממחלה ממנה סבל (או שהיה בריא עוד לפני כן),היה,AUX
בריא הוא אדם שעבר תהליך של להחלים ממחלה ממנה סבל (או שהיה בריא עוד לפני כן),עוד,ADV
בריא הוא אדם שעבר תהליך של להחלים ממחלה ממנה סבל (או שהיה בריא עוד לפני כן),לפני,ADP
בריא הוא אדם שעבר תהליך של להחלים ממחלה ממנה סבל (או שהיה בריא עוד לפני כן),כן,PRON
בריא הוא אדם שעבר תהליך של להחלים ממחלה ממנה סבל (או שהיה בריא עוד לפני כן),),PUNCT
נגיש הוא מקום שניתן להגיע אליו,נגיש,NOUN
נגיש הוא מקום שניתן להגיע אליו,הוא,AUX
נגיש הוא מקום שניתן להגיע אליו,מקום,NOUN
נגיש הוא מקום שניתן להגיע אליו,ש,SCONJ
נגיש הוא מקום שניתן להגיע אליו,ניתן,AUX
נגיש הוא מקום שניתן להגיע אליו,להגיע,VERB
נגיש הוא מקום שניתן להגיע אליו,אל_,ADP
נגיש הוא מקום שניתן להגיע אליו,_הוא,PRON
נדיב הוא מי שמוכן לתרום מרכושו למען אחרים,נדיב,ADJ
נדיב הוא מי שמוכן לתרום מרכושו למען אחרים,הוא,AUX
נדיב הוא מי שמוכן לתרום מרכושו למען אחרים,מי,ADV
נדיב הוא מי שמוכן לתרום מרכושו למען אחרים,ש,SCONJ
נדיב הוא מי שמוכן לתרום מרכושו למען אחרים,מוכן,AUX
נדיב הוא מי שמוכן לתרום מרכושו למען אחרים,לתרום,VERB
נדיב הוא מי שמוכן לתרום מרכושו למען אחרים,מרכוש_,NOUN
נדיב הוא מי שמוכן לתרום מרכושו למען אחרים,_של_,ADP
נדיב הוא מי שמוכן לתרום מרכושו למען אחרים,_הוא,PRON
נדיב הוא מי שמוכן לתרום מרכושו למען אחרים,למען,ADP
נדיב הוא מי שמוכן לתרום מרכושו למען אחרים,אחרים,ADJ
טרק פירושו סגר בחוזקה,טרק,NOUN
טרק פירושו סגר בחוזקה,פירוש_,NOUN
טרק פירושו סגר בחוזקה,_של_,ADP
טרק פירושו סגר בחוזקה,_הוא,PRON
טרק פירושו סגר בחוזקה,סגר,VERB
טרק פירושו סגר בחוזקה,ב,ADP
טרק פירושו סגר בחוזקה,ה_,DET
טרק פירושו סגר בחוזקה,חוזקה,NOUN
תלש פירושו משך דבר מה עד שהדבר התנתק מדבר אחר אליו היה מחובר,תלש,X
תלש פירושו משך דבר מה עד שהדבר התנתק מדבר אחר אליו היה מחובר,פירוש_,NOUN
תלש פירושו משך דבר מה עד שהדבר התנתק מדבר אחר אליו היה מחובר,_של_,ADP
תלש פירושו משך דבר מה עד שהדבר התנתק מדבר אחר אליו היה מחובר,_הוא,PRON
תלש פירושו משך דבר מה עד שהדבר התנתק מדבר אחר אליו היה מחובר,משך,VERB
תלש פירושו משך דבר מה עד שהדבר התנתק מדבר אחר אליו היה מחובר,דבר,NOUN
תלש פירושו משך דבר מה עד שהדבר התנתק מדבר אחר אליו היה מחובר,מה,ADV
תלש פירושו משך דבר מה עד שהדבר התנתק מדבר אחר אליו היה מחובר,עד,ADP
תלש פירושו משך דבר מה עד שהדבר התנתק מדבר אחר אליו היה מחובר,ש,SCONJ
תלש פירושו משך דבר מה עד שהדבר התנתק מדבר אחר אליו היה מחובר,ה,DET
תלש פירושו משך דבר מה עד שהדבר התנתק מדבר אחר אליו היה מחובר,התנתק,VERB
תלש פירושו משך דבר מה עד שהדבר התנתק מדבר אחר אליו היה מחובר,מדבר,NOUN
תלש פירושו משך דבר מה עד שהדבר התנתק מדבר אחר אליו היה מחובר,אחר,ADJ
תלש פירושו משך דבר מה עד שהדבר התנתק מדבר אחר אליו היה מחובר,אל_,ADP
תלש פירושו משך דבר מה עד שהדבר התנתק מדבר אחר אליו היה מחובר,היה,AUX
תלש פירושו משך דבר מה עד שהדבר התנתק מדבר אחר אליו היה מחובר,מחובר,VERB
גנב פירושו לקח דבר מה ללא רשות,גנב,NOUN
גנב פירושו לקח דבר מה ללא רשות,פירוש_,NOUN
גנב פירושו לקח דבר מה ללא רשות,_של_,ADP
גנב פירושו לקח דבר מה ללא רשות,_הוא,PRON
גנב פירושו לקח דבר מה ללא רשות,לקח,VERB
גנב פירושו לקח דבר מה ללא רשות,דבר,NOUN
גנב פירושו לקח דבר מה ללא רשות,מה,ADV
גנב פירושו לקח דבר מה ללא רשות,ללא,ADP
גנב פירושו לקח דבר מה ללא רשות,רשות,NOUN
הטיח פירושו זרק בחוזקה,ה,DET
הטיח פירושו זרק בחוזקה,טיח,X
הטיח פירושו זרק בחוזקה,פירוש_,NOUN
הטיח פירושו זרק בחוזקה,_של_,ADP
הטיח פירושו זרק בחוזקה,_הוא,PRON
הטיח פירושו זרק בחוזקה,זרק,VERB
הטיח פירושו זרק בחוזקה,ב,ADP
הטיח פירושו זרק בחוזקה,ה_,DET
הטיח פירושו זרק בחוזקה,חוזקה,NOUN
בעט פירושו היכה באמצעות הרגל,ב,ADP
בעט פירושו היכה באמצעות הרגל,עט,NOUN
בעט פירושו היכה באמצעות הרגל,פירוש_,NOUN
בעט פירושו היכה באמצעות הרגל,_של_,ADP
בעט פירושו היכה באמצעות הרגל,_הוא,PRON
בעט פירושו היכה באמצעות הרגל,היכה,VERB
בעט פירושו היכה באמצעות הרגל,באמצעות,ADP
בעט פירושו היכה באמצעות הרגל,הרגל,NOUN
דשן הוא מה שהוספתו נועדה להשביח,דש_,NOUN
דשן הוא מה שהוספתו נועדה להשביח,_של_,ADP
דשן הוא מה שהוספתו נועדה להשביח,_הן,PRON
דשן הוא מה שהוספתו נועדה להשביח,הוא,AUX
דשן הוא מה שהוספתו נועדה להשביח,מה,ADV
דשן הוא מה שהוספתו נועדה להשביח,ש,SCONJ
דשן הוא מה שהוספתו נועדה להשביח,הוספה_,NOUN
דשן הוא מה שהוספתו נועדה להשביח,_הוא,PRON
דשן הוא מה שהוספתו נועדה להשביח,נועדה,VERB
דשן הוא מה שהוספתו נועדה להשביח,להשביח,VERB
לתבל היא פעולה הנעשית על מזון,ל,ADP
לתבל היא פעולה הנעשית על מזון,ה_,DET
לתבל היא פעולה הנעשית על מזון,תבל,NOUN
לתבל היא פעולה הנעשית על מזון,היא,PRON
לתבל היא פעולה הנעשית על מזון,פעולה,NOUN
לתבל היא פעולה הנעשית על מזון,ה,SCONJ
לתבל היא פעולה הנעשית על מזון,נעשית,VERB
לתבל היא פעולה הנעשית על מזון,על,ADP
לתבל היא פעולה הנעשית על מזון,מזון,NOUN
לכבס היא פעולה שמטרתה העלמתו של כתם,לכבס,VERB
לכבס היא פעולה שמטרתה העלמתו של כתם,היא,AUX
לכבס היא פעולה שמטרתה העלמתו של כתם,פעולה,NOUN
לכבס היא פעולה שמטרתה העלמתו של כתם,ש,SCONJ
לכבס היא פעולה שמטרתה העלמתו של כתם,מטרה_,NOUN
לכבס היא פעולה שמטרתה העלמתו של כתם,_של_,ADP
לכבס היא פעולה שמטרתה העלמתו של כתם,_היא,PRON
לכבס היא פעולה שמטרתה העלמתו של כתם,העלמה_,NOUN
לכבס היא פעולה שמטרתה העלמתו של כתם,_הוא,PRON
לכבס היא פעולה שמטרתה העלמתו של כתם,של,ADP
לכבס היא פעולה שמטרתה העלמתו של כתם,כתם,NOUN
לכבס היא פעולה שמטרתה העלמתו של כתם,_הם,PRON
מים הם מה שהוספתם נועדה לדלל,מים,NOUN
מים הם מה שהוספתם נועדה לדלל,הם,AUX
מים הם מה שהוספתם נועדה לדלל,מה,ADV
מים הם מה שהוספתם נועדה לדלל,ש,SCONJ
מים הם מה שהוספתם נועדה לדלל,הוספה_,NOUN
מים הם מה שהוספתם נועדה לדלל,_של_,ADP
מים הם מה שהוספתם נועדה לדלל,_הם,PRON
מים הם מה שהוספתם נועדה לדלל,נועדה,VERB
מים הם מה שהוספתם נועדה לדלל,לדלל,VERB
בושם הוא מה שהפעולה שבאמצעותה הוא נקלט היא להריח,בוש_,NOUN
בושם הוא מה שהפעולה שבאמצעותה הוא נקלט היא להריח,_של_,ADP
בושם הוא מה שהפעולה שבאמצעותה הוא נקלט היא להריח,_הם,PRON
בושם הוא מה שהפעולה שבאמצעותה הוא נקלט היא להריח,הוא,PRON
בושם הוא מה שהפעולה שבאמצעותה הוא נקלט היא להריח,מה,ADV
בושם הוא מה שהפעולה שבאמצעותה הוא נקלט היא להריח,ש,SCONJ
בושם הוא מה שהפעולה שבאמצעותה הוא נקלט היא להריח,ה,DET
בושם הוא מה שהפעולה שבאמצעותה הוא נקלט היא להריח,פעולה,NOUN
בושם הוא מה שהפעולה שבאמצעותה הוא נקלט היא להריח,ב,ADP
בושם הוא מה שהפעולה שבאמצעותה הוא נקלט היא להריח,אמצעות_,NOUN
בושם הוא מה שהפעולה שבאמצעותה הוא נקלט היא להריח,_היא,PRON
בושם הוא מה שהפעולה שבאמצעותה הוא נקלט היא להריח,נקלט,VERB
בושם הוא מה שהפעולה שבאמצעותה הוא נקלט היא להריח,היא,AUX
בושם הוא מה שהפעולה שבאמצעותה הוא נקלט היא להריח,להריח,VERB
כתובת ספציפית היא דרך לסימון בית מסוים,כתובת,NOUN
כתובת ספציפית היא דרך לסימון בית מסוים,ספציפית,ADJ
כתובת ספציפית היא דרך לסימון בית מסוים,היא,AUX
כתובת ספציפית היא דרך לסימון בית מסוים,דרך,NOUN
כתובת ספציפית היא דרך לסימון בית מסוים,ל,ADP
כתובת ספציפית היא דרך לסימון בית מסוים,סימון,NOUN
כתובת ספציפית היא דרך לסימון בית מסוים,בית,NOUN
כתובת ספציפית היא דרך לסימון בית מסוים,מסוים,ADJ
תאריך ספציפי הוא דרך לסימון יום מסוים,תאריך,NOUN
תאריך ספציפי הוא דרך לסימון יום מסוים,ספציפי,ADJ
תאריך ספציפי הוא דרך לסימון יום מסוים,הוא,AUX
תאריך ספציפי הוא דרך לסימון יום מסוים,דרך,NOUN
תאריך ספציפי הוא דרך לסימון יום מסוים,ל,ADP
תאריך ספציפי הוא דרך לסימון יום מסוים,סימון,NOUN
תאריך ספציפי הוא דרך לסימון יום מסוים,יום,NOUN
תאריך ספציפי הוא דרך לסימון יום מסוים,מסוים,ADJ
רישיון נהיגה היא תעודה המעידה שהנהג מוסמך לנהוג,רישיון,NOUN
רישיון נהיגה היא תעודה המעידה שהנהג מוסמך לנהוג,את,ADP
רישיון נהיגה היא תעודה המעידה שהנהג מוסמך לנהוג,_הן,PRON
רישיון נהיגה היא תעודה המעידה שהנהג מוסמך לנהוג,נהיגה,VERB
רישיון נהיגה היא תעודה המעידה שהנהג מוסמך לנהוג,היא,AUX
רישיון נהיגה היא תעודה המעידה שהנהג מוסמך לנהוג,תעודה,NOUN
רישיון נהיגה היא תעודה המעידה שהנהג מוסמך לנהוג,ה,SCONJ
