sentence,word,phrases,yap_pos,trankit_pos,POS
"מי שהכה שמע לקריאת ""הך!""",הך!,0,['NNP'],[],NOUN
"מי שהכה שמע לקריאת ""הך!""",הִכּה,0,[],[],UNDEFINED
פגיון הוא דבר מה שניתן לבצע עליו השחזה,פגיון,0,['NN'],['NOUN'],NOUN
פגיון הוא דבר מה שניתן לבצע עליו השחזה,השחזה,0,['NN'],[],NOUN
שתיל הוא צמח צעיר המיועד לנטיעה ועץ הוא צמח גבוה בעל גזעים וענפים,שתיל,0,['NN'],['NOUN'],NOUN
שתיל הוא צמח צעיר המיועד לנטיעה ועץ הוא צמח גבוה בעל גזעים וענפים,עץ,0,['NN'],['NOUN'],NOUN
וילון ותריס יכולים לשמש לאותה המטרה באותו המיקום אך בעלי מבנה שונה,וילון,0,['NNT'],['PROPN'],NOUN
וילון ותריס יכולים לשמש לאותה המטרה באותו המיקום אך בעלי מבנה שונה,תריס,0,['NN'],['PROPN'],NOUN
חלה הוא מי שנהיה חולה בעצמו,חלה,0,['NN'],['NOUN'],NOUN
חלה הוא מי שנהיה חולה בעצמו,חולה,0,['BN'],['ADJ'],ADJECTIVE
אם דבר מה הוא מקומם קל להתמרמר עליו,מקומם,0,['BN'],['VERB'],VERB
אם דבר מה הוא מקומם קל להתמרמר עליו,להתמרמר,0,['VB'],['VERB'],VERB
,דממה,0,[],[],UNDEFINED
,קול,0,[],[],UNDEFINED
במילון ניתן למצוא פירושים שונים,מילון,0,['NN'],['NOUN'],NOUN
במילון ניתן למצוא פירושים שונים,פירוש,0,['NN'],['NOUN'],NOUN
מי שהרצין הפך לרציני,הרצין,0,['VB'],[],VERB
מי שהרצין הפך לרציני,רציני,0,['JJ'],['ADJ'],ADJECTIVE
בירוא של יער הוא עקירת עצים באותו יער,בירוא,0,['NN'],[],NOUN
בירוא של יער הוא עקירת עצים באותו יער,יער,0,"['NN', 'NN']","['NOUN', 'NOUN']",NOUN
מוצפן הוא תיאור לדבר שרשום בקוד ויש לפענח אותו כדי להבן את הפשר שלו,מוצפן,0,['BN'],['ADJ'],ADJECTIVE
מוצפן הוא תיאור לדבר שרשום בקוד ויש לפענח אותו כדי להבן את הפשר שלו,פשר,0,['NN'],['NOUN'],NOUN
התכעס הוא מי שרגז,רגז,0,['VB'],['VERB'],VERB
התכעס הוא מי שרגז,התכעס,0,['VB'],[],VERB
מי שהצטרף הוא מי שצירף את עצמו,הצטרף,0,['VB'],[],VERB
מי שהצטרף הוא מי שצירף את עצמו,צירף,0,['VB'],['VERB'],VERB
מדוד הוא עצם שבדקו את האורך שלו,מדוד,0,['JJ'],[],ADJECTIVE
מדוד הוא עצם שבדקו את האורך שלו,אורך,0,['NN'],['NOUN'],NOUN
סובל הוא מי שאדם אחר בוחר להתעמר בו,להתעמר,0,['VB'],['VERB'],VERB
סובל הוא מי שאדם אחר בוחר להתעמר בו,סובל,0,['BN'],['PROPN'],NOUN
צליעה פירושה ירידה באיכות ההליכה,צליעה,0,['NN'],['NOUN'],NOUN
צליעה פירושה ירידה באיכות ההליכה,הליכה,0,['NN'],['NOUN'],NOUN
מתון הוא משהו שלא מתאפיין בקיצוניות,מתון,0,['NN'],['ADJ'],NOUN
מתון הוא משהו שלא מתאפיין בקיצוניות,קיצוניות,0,['NN'],['NOUN'],NOUN
לשאוב היא פעולה של העלאת מים מן הבאר,באר,0,['NN'],['NOUN'],NOUN
לשאוב היא פעולה של העלאת מים מן הבאר,לשאוב,0,['VB'],['PROPN'],VERB
קולב הוא כלי לאחסון בגדים שאותם לובשים,קולב,0,['NN'],['NOUN'],NOUN
קולב הוא כלי לאחסון בגדים שאותם לובשים,לובשים,0,['BN'],['VERB'],VERB
הסתכן הוא מי שסיכן את עצמו,הסתכן,0,['VB'],['VERB'],VERB
הסתכן הוא מי שסיכן את עצמו,סיכן,0,['VB'],['VERB'],VERB
כאשר מכנסים (כונס בהטיית גוף וזמן) מספר אנשים הם נהפכים לקהל,כונס,0,['NNP'],['NOUN'],NOUN
כאשר מכנסים (כונס בהטיית גוף וזמן) מספר אנשים הם נהפכים לקהל,קהל,0,['VB'],['NOUN'],VERB
צריך לתפור בדים וליצור מהם בגד על מנת שניתן יהיה ללבוש אותם,לתפור,0,['VB'],['VERB'],VERB
צריך לתפור בדים וליצור מהם בגד על מנת שניתן יהיה ללבוש אותם,ללבוש,0,['VB'],['VERB'],VERB
מי שהתעטף למעשה עטף את עצמו,התעטף,0,['VB'],['VERB'],VERB
מי שהתעטף למעשה עטף את עצמו,עטף,0,"['VB', 'VB']","['VERB', 'VERB']",VERB
מי שבדה סיפר דבר שלא היה,בדה,0,[],[],UNDEFINED
מי שבדה סיפר דבר שלא היה,סיפר,0,['VB'],['VERB'],VERB
דעתן הוא מי שיש לו הרבה עמדות בנושאים שונים,עמדות,0,['NN'],['NOUN'],NOUN
דעתן הוא מי שיש לו הרבה עמדות בנושאים שונים,דעתן,0,['JJ'],[],ADJECTIVE
מאידך היא מילה המציינת ניגוד וחיזוק הוא הפיכת דבר לחזק יותר,מאידך,0,['RB'],[],OTHER
מאידך היא מילה המציינת ניגוד וחיזוק הוא הפיכת דבר לחזק יותר,חיזוק,0,['NN'],['NOUN'],NOUN
מי שפקק הוא מי שמנע מהזולת למזוג,פָּקק,0,[],[],UNDEFINED
מי שפקק הוא מי שמנע מהזולת למזוג,למזוג,0,['VB'],[],VERB
מסחטה משמשת כדי להפיק דבר מה שמאוחסן בקנקן (מיץ).,מסחטה,0,['NN'],['NOUN'],NOUN
מסחטה משמשת כדי להפיק דבר מה שמאוחסן בקנקן (מיץ).,קנקן,0,['NN'],['NOUN'],NOUN
מי שכיתת רגליים הלך דרך ארוכה,כיתת רגליים,1,[],[],PHRASE
מי שכיתת רגליים הלך דרך ארוכה,הלך,0,['NNT'],['VERB'],NOUN
נדן זה נרתיק החרב,נדן,0,['NN'],['NOUN'],NOUN
נדן זה נרתיק החרב,חרב,0,['NN'],['NOUN'],NOUN
סיכת ראש היא תכשיט ששמים על השיער,סיכת ראש,0,[],[],UNDEFINED
סיכת ראש היא תכשיט ששמים על השיער,שיער,0,['NN'],['NOUN'],NOUN
אדם שפירש דבר מה הסביר את משמעות הדבר,פירש,0,['VB'],['VERB'],VERB
אדם שפירש דבר מה הסביר את משמעות הדבר,משמעות,0,['NNT'],['NOUN'],NOUN
אדם אשר נמצא בגפו (לבדו) הוא אדם אשר אף אדם אחר לא התלווה אליו,בגפו,0,['RB'],[],OTHER
אדם אשר נמצא בגפו (לבדו) הוא אדם אשר אף אדם אחר לא התלווה אליו,התלווה,0,['VB'],['VERB'],VERB
הסולם משמש לטיפוס של אדם (לעומת פריטים) למעלה ולמטה,סולם,0,['NN'],['NOUN'],NOUN
הסולם משמש לטיפוס של אדם (לעומת פריטים) למעלה ולמטה,למעלה,0,[],['ADV'],OTHER
ענף הוא חלק המסתעף מגזע העץ,ענף,0,['NN'],['PROPN'],NOUN
ענף הוא חלק המסתעף מגזע העץ,עץ,0,['NN'],['NOUN'],NOUN
חייל מתחיל את תפקידו ברמת טירון,חייל,0,['NN'],['NOUN'],NOUN
חייל מתחיל את תפקידו ברמת טירון,טירון,0,['NN'],['PROPN'],NOUN
פטיש משמש למסמור בעזרת מסמר,פטיש,0,['NNP'],['NOUN'],NOUN
פטיש משמש למסמור בעזרת מסמר,מסמר,0,['NN'],['NOUN'],NOUN
צייר יוצר את האומנות שלו על גבי בד,צייר,0,['NN'],['NOUN'],NOUN
צייר יוצר את האומנות שלו על גבי בד,בד,0,['NNT'],['NOUN'],NOUN
מי ששב חזר למקום שאותו הוא עזב,שב,0,['VB'],[],VERB
מי ששב חזר למקום שאותו הוא עזב,עזב,0,['VB'],['VERB'],VERB
מי שמזיז משהו הופך אותו ללא נייח,מזיז,0,['BN'],['VERB'],VERB
מי שמזיז משהו הופך אותו ללא נייח,נייח,0,['JJ'],['NOUN'],ADJECTIVE
דרגה היא תואר המוענק לחייל ,דרגה,0,['NN'],['NOUN'],NOUN
דרגה היא תואר המוענק לחייל ,חייל,0,['NN'],['NOUN'],NOUN
אבוד הוא מישהו שאינו מתמצא,אבוד,0,['BN'],['ADJ'],ADJECTIVE
אבוד הוא מישהו שאינו מתמצא,מתמצא,0,['BN'],['VERB'],VERB
מי שנמלט בעור שיניו ניצל מדבר מה,נמלט בעוד שיניו,1,[],[],PHRASE
מי שנמלט בעור שיניו ניצל מדבר מה,ניצל,0,['BN'],['NOUN'],NOUN
דבר מה דומה לדבר אחר כאשר בין שניהם קיים דימיון,דומה,0,['BN'],['NOUN'],NOUN
דבר מה דומה לדבר אחר כאשר בין שניהם קיים דימיון,דמיון,0,[],[],UNDEFINED
מי שהכפיש אדם אחר גרם לכך שהוא מושמץ,הכפיש,0,['VB'],['VERB'],VERB
מי שהכפיש אדם אחר גרם לכך שהוא מושמץ,מושמץ,0,['BN'],['VERB'],VERB
להבה היא לשון אש ושרפה היא אש משתוללת,להבה,0,['NN'],[],NOUN
להבה היא לשון אש ושרפה היא אש משתוללת,שרֵפה,0,[],[],UNDEFINED
מי שהקיץ כבר אינו ישן,ישן,0,['JJ'],['ADJ'],ADJECTIVE
מי שהקיץ כבר אינו ישן,הקיץ,0,['VB'],['NOUN'],VERB
מי שהשתרש הכה שורש כלומר הוא כעת מושרש,מושרש,0,['BN'],['VERB'],VERB
מי שהשתרש הכה שורש כלומר הוא כעת מושרש,השתרש,0,['VB'],['VERB'],VERB
אדם שמתחסד מייחס לעצמו מוסריות,מתחסד,0,['BN'],[],OTHER
אדם שמתחסד מייחס לעצמו מוסריות,מוסריות,0,['NN'],['NOUN'],NOUN
נחמה פורתא היא נחמה מועטה,נחמה פורתא,1,[],[],PHRASE
נחמה פורתא היא נחמה מועטה,נחמה,0,"['NNP', 'NN']",['NOUN'],NOUN
מכונף הוא בעל כנף,מכונף,0,['JJT'],['VERB'],ADJECTIVE
מכונף הוא בעל כנף,כנף,0,['NN'],['NOUN'],NOUN
צומת הוא נקודת מפגש מכביש אחד לאחר,צומת,0,['NN'],['NOUN'],NOUN
צומת הוא נקודת מפגש מכביש אחד לאחר,כביש,0,['NN'],['NOUN'],NOUN
מי שקירב עשה פעולה שתהפוך דבר מה לצמוד יותר לדבר אליו הוא קורב,קירב,0,['VB'],['PROPN'],VERB
מי שקירב עשה פעולה שתהפוך דבר מה לצמוד יותר לדבר אליו הוא קורב,צמוד,0,['JJ'],['VERB'],ADJECTIVE
אם משהו פעיל הוא ממשיך לפעול,פעיל,0,['JJ'],['ADJ'],ADJECTIVE
אם משהו פעיל הוא ממשיך לפעול,לפעול,0,['VB'],['VERB'],VERB
מי ששיחד שילם למישהו תמורת מתן טובה,שילם,0,['VB'],['VERB'],VERB
מי ששיחד שילם למישהו תמורת מתן טובה,שיחד,0,['VB'],['VERB'],VERB
דעתן הוא אדם בעל דעה נחרצת,דעתן,0,['NN'],[],NOUN
דעתן הוא אדם בעל דעה נחרצת,דעה,0,['NN'],"['NOUN', 'NOUN']",NOUN
להתריע פירושו לנסום לגרום לאדם אחר להיזהר,להיזהר,0,['VB'],['VERB'],VERB
להתריע פירושו לנסום לגרום לאדם אחר להיזהר,להתריע,0,['VB'],['VERB'],VERB
אדם שמשסה אדם אחר גורם לו להתקיף,משסה,0,['BN'],['VERB'],VERB
אדם שמשסה אדם אחר גורם לו להתקיף,מתקיף,0,[],[],UNDEFINED
מי שמטליא (מתקן קרע) בגד מתקן אותו,מטליא,0,['BN'],['VERB'],VERB
מי שמטליא (מתקן קרע) בגד מתקן אותו,בגד,0,[],['VERB'],VERB
נקלה הוא אדם שאדם אחר מרגיש כלפיו בוז,בוז,0,['NN'],['NOUN'],NOUN
נקלה הוא אדם שאדם אחר מרגיש כלפיו בוז,נקלה,0,['NN'],['PROPN'],NOUN
דבר מה שהתפקע הוא דבר מה שמולא בו מילוי רב,מילוי,0,['NN'],['NOUN'],NOUN
דבר מה שהתפקע הוא דבר מה שמולא בו מילוי רב,התפקע,0,['VB'],['VERB'],VERB
כדי לשנות כיוון יש לפנות,לִפנות,0,[],[],UNDEFINED
כדי לשנות כיוון יש לפנות,כיוון,0,['NN'],['NOUN'],NOUN
צחיחות הינה יובש מוחלט,צחיחות,0,['NNT'],['NOUN'],NOUN
צחיחות הינה יובש מוחלט,יובש,0,['VB'],['NOUN'],VERB
דבר מזוכך הוא דבר נקי וטהור שאין בו פסולת,מזוכך,0,['BN'],[],OTHER
דבר מזוכך הוא דבר נקי וטהור שאין בו פסולת,פסולת,0,['NN'],['NOUN'],NOUN
אדם זחוח (שחצן) הוא אדם שאין בו ענווה (צניעות),זחוח,0,['JJ'],['VERB'],ADJECTIVE
אדם זחוח (שחצן) הוא אדם שאין בו ענווה (צניעות),ענווה,0,['NN'],['NOUN'],NOUN
התרה היא פעולה שמביאה לביטולו של איסור,הַתרה,0,[],[],UNDEFINED
התרה היא פעולה שמביאה לביטולו של איסור,איסור,0,['NN'],['NOUN'],NOUN
תקוע הוא מי שאינו מצליח להיחלץ,תקוע,0,['NNP'],['VERB'],NOUN
תקוע הוא מי שאינו מצליח להיחלץ,להיחלץ,0,['VB'],['VERB'],VERB
מי שפנה הלך בכוון מסוים,כיווּן,0,[],[],UNDEFINED
מי שפנה הלך בכוון מסוים,פנה,0,['VB'],['VERB'],VERB
אביון הוא אדם עני אוזלת יד היא חוסר יכולת לעשות דבר מה,אביון,0,['NN'],['PROPN'],NOUN
אביון הוא אדם עני אוזלת יד היא חוסר יכולת לעשות דבר מה,אוזלת יד,1,[],[],PHRASE
מקרן הוא מכשיר להקרנת שקופיות המציג תמונות מוגדלות על מסך,מקרן,0,[],['NOUN'],NOUN
מקרן הוא מכשיר להקרנת שקופיות המציג תמונות מוגדלות על מסך,מסך,0,['NN'],['NOUN'],NOUN
מי ששחרר משהו פתח עבורו את הדרך,פתח,0,['VB'],['VERB'],VERB
מי ששחרר משהו פתח עבורו את הדרך,שחרר,0,['VB'],['VERB'],VERB
שמירה מונעת מדבר להיות גנוב,שמירה,0,['NN'],['NOUN'],NOUN
שמירה מונעת מדבר להיות גנוב,גנוב,0,['BN'],['ADJ'],ADJECTIVE
מי ששם נפשו בכפו שם עצמו במצב של סכנה,שם נפשו בכפו,1,[],[],PHRASE
מי ששם נפשו בכפו שם עצמו במצב של סכנה,סכנה,0,['NN'],['NOUN'],NOUN
,קריין,0,[],[],UNDEFINED
,אולפן,0,[],[],UNDEFINED
מזווה הוא חדר או ארון לאחסון מזון,מזווה,0,['NN'],['NOUN'],NOUN
מזווה הוא חדר או ארון לאחסון מזון,מזון,0,['NN'],[],NOUN
הדם זורם ללב דרך הוריד,לב,0,['NN'],['NOUN'],NOUN
הדם זורם ללב דרך הוריד,וריד,0,['NN'],['VERB'],NOUN
ייתכן כי פסל גילף את עבודתו כדי להכינה,פַּסָּל,0,[],[],UNDEFINED
ייתכן כי פסל גילף את עבודתו כדי להכינה,גילף,0,['VB'],['VERB'],VERB
מי שנעלב עלול להגיע למצב שבו הוא בוכה,נעלב,0,['BN'],['VERB'],VERB
מי שנעלב עלול להגיע למצב שבו הוא בוכה,בוכה,0,['BN'],['VERB'],VERB
ים הוא מרחב גדול של מים ואי הוא שטח ללא מים,אי,0,['P'],['ADV'],OTHER
ים הוא מרחב גדול של מים ואי הוא שטח ללא מים,ים,0,"['NN', 'NN', 'NN']","['PROPN', 'NOUN']",NOUN
פירושה של המילה אחורה הוא לאחור. כלומר לכיוון ההפוך מהחזית,חזית,0,['NN'],[],NOUN
פירושה של המילה אחורה הוא לאחור. כלומר לכיוון ההפוך מהחזית,אחורה,0,['RB'],['ADJ'],ADJECTIVE
,להכחיש,0,[],[],UNDEFINED
,להאשים,0,[],[],UNDEFINED
מי שמתגנדר מנסה להפוך את עצמו ליפה יותר,מתגנדר,0,['BN'],['VERB'],VERB
מי שמתגנדר מנסה להפוך את עצמו ליפה יותר,יפה,0,['JJ'],['ADJ'],ADJECTIVE
דחוס הוא מה שהצפיפות שלו גבוהה,דחוס,0,['JJ'],['ADJ'],ADJECTIVE
דחוס הוא מה שהצפיפות שלו גבוהה,צפיפות,0,['NN'],['NOUN'],NOUN
התקהלות היא הצטברות של אנשים במקום מסוים,התקהלות,0,['NN'],[],NOUN
התקהלות היא הצטברות של אנשים במקום מסוים,אנשים,0,['NN'],['NOUN'],NOUN
מטרה היא דבר שניתן לייעד לעצמך ולאחרים,מטרה,0,['NN'],['NOUN'],NOUN
מטרה היא דבר שניתן לייעד לעצמך ולאחרים,לייעד,0,['VB'],['VERB'],VERB
אות היא היחידה הבודדת הקטנה ביותר מרומן,אות,0,['NN'],[],NOUN
אות היא היחידה הבודדת הקטנה ביותר מרומן,רומן,0,['NN'],[],NOUN
לסקל פירושו לפנות (להוציא) אבנים ממקום מסוים,לסקל,0,['VB'],[],VERB
לסקל פירושו לפנות (להוציא) אבנים ממקום מסוים,אבנים,0,['NN'],['NOUN'],NOUN
,לומד,0,[],[],UNDEFINED
,מתלמד,0,[],[],UNDEFINED
,הודה,0,[],[],UNDEFINED
,כנות,0,[],[],UNDEFINED
צי מורכב מהרבה בעלי מפרש,צי,0,['NN'],['NOUN'],NOUN
צי מורכב מהרבה בעלי מפרש,מפרש,0,['NN'],['NOUN'],NOUN
להנציח משהו זה להפוך אותו לנצחי,נצחי,0,['VB'],['ADJ'],VERB
להנציח משהו זה להפוך אותו לנצחי,להנציח,0,['VB'],['VERB'],VERB
,כעוס,0,[],[],UNDEFINED
,כעסן,0,[],[],UNDEFINED
הנהון היא פעולה המבטאת הסכמה,הנהון,0,['NN'],['PROPN'],NOUN
הנהון היא פעולה המבטאת הסכמה,הסכמה,0,[],['NOUN'],NOUN
איתרוהו משמע איתרו אותו מצאו את המקום שלו,מקום,0,['NN'],['NOUN'],NOUN
איתרוהו משמע איתרו אותו מצאו את המקום שלו,איתרוהו,0,['NNP'],[],NOUN
חדיש הוא שאינו מיושן,חדיש,0,['JJT'],['ADJ'],ADJECTIVE
חדיש הוא שאינו מיושן,מיושן,0,['JJ'],['ADJ'],ADJECTIVE
להתפלא פירושו להיות מופתע ממשהו לא צפוי,להתפלא,0,['VB'],['VERB'],VERB
להתפלא פירושו להיות מופתע ממשהו לא צפוי,צפוי,0,['MD'],['ADJ'],ADJECTIVE
משלחת מורכבת ממספר שליחים,משלחת,0,['NN'],['NOUN'],NOUN
משלחת מורכבת ממספר שליחים,שליח,0,['NN'],['NOUN'],NOUN
מי שנזכר הגיב בחיוב לפעולת התזכורת,תזכורת,0,['NN'],['NOUN'],NOUN
מי שנזכר הגיב בחיוב לפעולת התזכורת,נזכר,0,['BN'],['VERB'],VERB
עלילה היא האשמה ללא סיבה מוצדקת,האשמה,0,[],[],UNDEFINED
עלילה היא האשמה ללא סיבה מוצדקת,עלילה,0,['NN'],['NOUN'],NOUN
אם מישהו השיב פניו ריקם זה אומר שהוא לא עשה כרצונו של אותו אדם,רצונו,0,['NN'],[],NOUN
אם מישהו השיב פניו ריקם זה אומר שהוא לא עשה כרצונו של אותו אדם,השיב פניו ריקם,1,[],[],PHRASE
שתל פירושו היא הכניס שתיל לאדמה,שתל,0,['NNT'],['NOUN'],NOUN
שתל פירושו היא הכניס שתיל לאדמה,שתיל,0,['NN'],['NOUN'],NOUN
עט הוא כלי שבעזרתו ניתן לכתוב,עט,0,['NN'],['NOUN'],NOUN
עט הוא כלי שבעזרתו ניתן לכתוב,לכתוב,0,['VB'],['VERB'],VERB
מי שמחושל הוא מי שהאופי שלו מגובש וחזק,מחושל,0,['BN'],['VERB'],VERB
מי שמחושל הוא מי שהאופי שלו מגובש וחזק,אופי,0,['NN'],['NOUN'],NOUN
כפתור הוא חלק מפריט שיכול להיות מכופתר,מכופתר,0,['BN'],['ADJ'],ADJECTIVE
כפתור הוא חלק מפריט שיכול להיות מכופתר,כפתור,0,['NN'],['NOUN'],NOUN
מי שארז התכונן לנסוע למקום כלשהו,ארז,0,['VB'],['VERB'],VERB
מי שארז התכונן לנסוע למקום כלשהו,לנסוע,0,['VB'],['VERB'],VERB
שמשה היא דבר שמאפשר מעבר של אור,שמשה,0,['NN'],['NOUN'],NOUN
שמשה היא דבר שמאפשר מעבר של אור,אור,0,['NN'],['NOUN'],NOUN
קנס הוא סוג של עונש,קנס,0,"['NN', 'NN']","['NOUN', 'NOUN']",NOUN
קנס הוא סוג של עונש,עונש,0,"['NN', 'NN']","['NOUN', 'NOUN']",NOUN
שניהם משמשים לאותה המטרה אך בעוד שברכת שחייה היא מלאכותית אדם הוא טבעי,ברכת שחייה,0,[],[],UNDEFINED
שניהם משמשים לאותה המטרה אך בעוד שברכת שחייה היא מלאכותית אדם הוא טבעי,אגם,0,[],[],UNDEFINED
קטר הוא הקרון הראשון ברכבת,קטר,0,"['NN', 'NN']","['PROPN', 'PROPN']",NOUN
קטר הוא הקרון הראשון ברכבת,רכבת,0,"['NN', 'NN']","['NOUN', 'NOUN']",NOUN
כפתור הוא אביזר המשמש לסגירת בגד ויש להעביר אותו דרך לולאה,כפתור,0,['NN'],[],NOUN
כפתור הוא אביזר המשמש לסגירת בגד ויש להעביר אותו דרך לולאה,לולאה,0,['NN'],['NOUN'],NOUN
אוכלוסייה היא שם כולל לקבוצה של פרטים,אוכלוסייה,0,['NN'],['NOUN'],NOUN
אוכלוסייה היא שם כולל לקבוצה של פרטים,פרט,0,['NN'],['NOUN'],NOUN
אדם קל דעת מתאפיין בפזיזות,קל דעת,1,[],[],PHRASE
אדם קל דעת מתאפיין בפזיזות,פזיזות,0,['NN'],['NOUN'],NOUN
לרדות היא הפעולה באמצעותה דבורה מפיקה תוצרת,דבורה,0,['NN'],['PROPN'],NOUN
לרדות היא הפעולה באמצעותה דבורה מפיקה תוצרת,לרדות,0,['VB'],[],VERB
תפקיד המטריה הוא לשמור על דבר מה יבש,מטרייה,0,[],[],UNDEFINED
תפקיד המטריה הוא לשמור על דבר מה יבש,יבש,0,['JJ'],['ADJ'],ADJECTIVE
מקולף הוא מה שהסירו ממנו את הקליפה,מקולף,0,['BN'],[],OTHER
מקולף הוא מה שהסירו ממנו את הקליפה,קליפה,0,['NN'],['NOUN'],NOUN
אם אני מסתייג ממישהו אחר אז אני לא מסכים איתו,מסתייג,0,['BN'],['VERB'],VERB
אם אני מסתייג ממישהו אחר אז אני לא מסכים איתו,מסכים,0,['BN'],['VERB'],VERB
נקווה היא מה שניגר למקום מסוים ונאסף בו,ניגר,0,['BN'],['VERB'],VERB
נקווה היא מה שניגר למקום מסוים ונאסף בו,נקווה,0,['BN'],['NOUN'],NOUN
אם מישהו הוסה זה מכיוון שהוא הרעיש,הרעיש,0,['VB'],[],VERB
אם מישהו הוסה זה מכיוון שהוא הרעיש,הוסה,0,['VB'],['VERB'],VERB
אם אדם הוגיע אדם שני אז האדם השני הותש,הוגיע,0,['VB'],['VERB'],VERB
אם אדם הוגיע אדם שני אז האדם השני הותש,הותש,0,['VB'],[],VERB
מי שהסתנוור מצמץ בעצמו,הסתנוור,0,[],[],UNDEFINED
מי שהסתנוור מצמץ בעצמו,מצמץ,0,['VB'],['VERB'],VERB
מי שויתר נכנע למי שהתעקש,התעקש,0,['VB'],['VERB'],VERB
מי שויתר נכנע למי שהתעקש,ויתר,0,['VB'],['NOUN'],VERB
"כששואלים מישהו: ""הקשבת?"" רוצים לדעת אם הוא האזין לדבר מה",הקשבת?,0,['NNP'],['NOUN'],NOUN
"כששואלים מישהו: ""הקשבת?"" רוצים לדעת אם הוא האזין לדבר מה",האזין,0,['VB'],[],VERB
מיצה זה ניצל עד שלא נותר מה לנצל,מיצה,0,['NN'],['ADV'],NOUN
מיצה זה ניצל עד שלא נותר מה לנצל,ניצֵל,0,[],[],UNDEFINED
סקפטי הוא מי שמטיל ספק בדברים רבים,ספק,0,['NN'],['NOUN'],NOUN
סקפטי הוא מי שמטיל ספק בדברים רבים,סקפטי,0,['NNP'],['ADJ'],NOUN
בבת העין הוא ביטוי שמשמעותו דבר בעל חשיבות גבוהה,בבת העין,1,[],[],PHRASE
בבת העין הוא ביטוי שמשמעותו דבר בעל חשיבות גבוהה,חשיבות,0,['NN'],['NOUN'],NOUN
הרמת כוסית היא דבר שנהוג לעשות כאשר רוצים לחגוג משהו,לחגוג,0,['VB'],['VERB'],VERB
הרמת כוסית היא דבר שנהוג לעשות כאשר רוצים לחגוג משהו,הרמת כוסית,1,[],[],PHRASE
פטפוט הוא שיחה על דברים בטלים,פטפוט,0,['NN'],['NOUN'],NOUN
פטפוט הוא שיחה על דברים בטלים,שיחה,0,['NN'],['NOUN'],NOUN
פלח הינו חתיכת פרי ובין השאר חתיכת תפוז,תפוז,0,['NN'],['NOUN'],NOUN
פלח הינו חתיכת פרי ובין השאר חתיכת תפוז,פלח,0,['NN'],['NOUN'],NOUN
נקודה היא אחד מסימני הפיסוק,נקודה,0,['NN'],['NOUN'],NOUN
נקודה היא אחד מסימני הפיסוק,פיסוק,0,['NN'],['NOUN'],NOUN
מטיל זהב עשוי מזהב,זהב,0,"['NN', 'NN']","['NOUN', 'NOUN']",NOUN
מטיל זהב עשוי מזהב,מטיל זהב,0,[],[],UNDEFINED
לגייס זה לאסוף אנשים,אנשים,0,['NN'],['NOUN'],NOUN
לגייס זה לאסוף אנשים,לגייס,0,[],['VERB'],VERB
כפית היא כף קטנה,כף,0,['NN'],['AUX'],NOUN
כפית היא כף קטנה,כפית,0,['NN'],['NOUN'],NOUN
מצמץ פירושו סגר את העין,מצמץ,0,['VB'],['NOUN'],VERB
מצמץ פירושו סגר את העין,עין,0,['NN'],['NOUN'],NOUN
מט לנפול הוא דבר רעוע,מט לנפול,1,[],[],PHRASE
מט לנפול הוא דבר רעוע,רעוע,0,['JJ'],['ADJ'],ADJECTIVE
מתפלג הוא מי שמפסיק להיות מאוחד,מתפלג,0,['BN'],['VERB'],VERB
מתפלג הוא מי שמפסיק להיות מאוחד,מאוחד,0,['BN'],['ADJ'],ADJECTIVE
במתפרה מייצרים את הבגדים שאותם מנקים במכבסה,מתפרה,0,['NN'],['NOUN'],NOUN
במתפרה מייצרים את הבגדים שאותם מנקים במכבסה,מכבסה,0,['NN'],['NOUN'],NOUN
להשקות מישהו בנוזל יגרום לו לרוות,להשקות,0,[],['VERB'],VERB
להשקות מישהו בנוזל יגרום לו לרוות,לרוות,0,['VB'],['VERB'],VERB
מים הם הנוזל שממנו עשוי הים,מים,0,['NN'],['NOUN'],NOUN
מים הם הנוזל שממנו עשוי הים,ים,0,"['NN', 'NN']","['NOUN', 'NOUN']",NOUN
שכנע הוא מי שהשפיע על אחר לעשות דבר מה הפציר הוא מי שביקש שוב ושוב מאדם אחר לעשות דבר מה,הפציר,0,['VB'],[],VERB
שכנע הוא מי שהשפיע על אחר לעשות דבר מה הפציר הוא מי שביקש שוב ושוב מאדם אחר לעשות דבר מה,שכנע,0,['VB'],['NOUN'],VERB
מדשן הוא מי שמזין צמחים,מדשן,0,['BN'],['PROPN'],NOUN
מדשן הוא מי שמזין צמחים,צמחים,0,['NN'],['NOUN'],NOUN
התקנא הוא מי שקינא באדם אחר,התקנא,0,['VB'],[],VERB
התקנא הוא מי שקינא באדם אחר,קינא,0,['VB'],['VERB'],VERB
מצילתיים בנויים משתי יחידות הנקראות מצילה,מצילה,0,['BN'],[],OTHER
מצילתיים בנויים משתי יחידות הנקראות מצילה,מצילתיים,0,['NN'],['NOUN'],NOUN
לצחוק פירושו לעשות קולות צחוק בדרך כלל כתוצאה מפעולה שגורמת לאדם לשמוח,לצחוק,0,[],['VERB'],VERB
לצחוק פירושו לעשות קולות צחוק בדרך כלל כתוצאה מפעולה שגורמת לאדם לשמוח,לשמוח,0,['VB'],['VERB'],VERB
כדי ללטש דבר מה יש לשפשף אותו,לשפשף,0,['VB'],['VERB'],VERB
